Date,Open,High,Low,Close,Volume
2013-01-02,22.022131147824005,22.410043546723966,21.941315679363132,22.321147918701172,52899300
2013-01-03,22.329229828039153,22.345393231283303,21.94939910036345,22.022132873535156,48294400
2013-01-04,22.03829676165112,22.0948671328233,21.60189411301945,21.609975814819336,52521100
2013-01-07,21.63421496716917,21.723110579652623,21.529154414107023,21.569562911987305,37110400
2013-01-08,21.618049887189844,21.650376682980625,21.383685241986072,21.456418991088867,44703100
2013-01-09,21.593804296895502,21.618049393184553,21.4645001995401,21.5776424407959,49047900
2013-01-10,21.537237189786417,21.80392712341504,21.24630369764488,21.38368797302246,71431300
2013-01-11,21.407931405975827,21.76351847026747,21.23822034389383,21.682703018188477,55512100
2013-01-14,21.739277150584282,21.88474468132397,21.626136422865333,21.7311954498291,48324400
2013-01-15,21.682708278861234,22.054458832048343,21.682708278861234,21.989805221557617,48244500
2013-01-16,21.941318353088835,22.005970427450535,21.828177608312618,21.8524227142334,41077400
2013-01-17,21.97364420522968,22.199925684939895,21.86858362556967,22.022132873535156,51685900
2013-01-18,21.900910432057973,22.05445968002346,21.852421763752492,22.022132873535156,52167700
2013-01-22,22.062535205931123,22.183759163371903,21.82009037390286,21.941312789916992,58650600
2013-01-23,21.98172068715567,22.33730622552915,21.98172068715567,22.31306266784668,50387700
2013-01-24,22.385799352833136,22.684814573836906,22.19992331819568,22.329227447509766,101739300
2013-01-25,22.288818515754986,22.8141166873579,22.135269297726644,22.53126335144043,81847700
2013-01-28,22.636325030295556,22.81411781583074,22.434287143421898,22.555509567260742,56056500
2013-01-29,22.482778499502093,22.733305077654542,22.30498569265631,22.636327743530273,49242600
2013-01-30,22.63633274808277,22.781800322856796,22.4342947923249,22.507028579711914,43580500
2013-01-31,22.458533258545273,22.603999248862213,22.143353092624853,22.183761596679688,50530000
2013-02-01,22.36155474676905,22.668651675347977,22.264575876918055,22.571674346923828,55565900
2013-02-04,22.523187529645064,22.644409970829084,22.159518664666034,22.175682067871094,50540000
2013-02-05,22.321139984035902,22.353465235073237,22.111020457301162,22.22416114807129,35410400
2013-02-06,22.12718533235386,22.25649097843167,22.02212632535963,22.094860076904297,41889600
2013-02-07,22.102941813162364,22.135267068666096,21.900903956627836,22.046371459960938,38028300
2013-02-08,22.10294845664791,22.39388200933352,22.070621650001183,22.264577865600586,33318500
2013-02-11,22.345384082702296,22.56358531288211,22.224161690855624,22.51509666442871,32247700
2013-02-12,22.53126335144043,22.628242210570612,22.426204333690517,22.53126335144043,35990900
2013-02-13,22.571673244471953,22.717140771430053,22.531264741746497,22.652488708496094,41715600
2013-02-14,22.56359507904225,22.676735821546135,22.523188111412864,22.660573959350586,32663200
2013-02-15,22.66057284777481,22.757550181899077,22.531267166564227,22.636327743530273,49650900
2013-02-19,22.717805692454288,22.888923406623096,22.652618361863443,22.8563289642334,38781400
2013-02-20,22.921517243967525,22.978557520511444,22.67706513267663,22.709659576416016,44110200
2013-02-21,22.603731228556466,22.603731228556466,22.188161358503702,22.400020599365234,49078500
2013-02-22,22.554844009266375,22.620031356811523,22.391874863309027,22.620031356811523,31425900
2013-02-25,22.791138791016657,22.856326113477007,22.302234649658203,22.302234649658203,48011800
2013-02-26,22.310381705050933,22.489648007458168,22.27778882091494,22.302234649658203,49923300
2013-02-27,22.342976683806555,22.81558517162263,22.269640749991265,22.660764694213867,36394700
2013-02-28,22.717811477439522,22.79114743730245,22.603734008403386,22.652624130249023,35840200
2013-03-01,22.58743776147927,22.799297037572742,22.424470163538228,22.774852752685547,34849700
2013-03-04,22.693362598604534,22.937814712524414,22.571136541644595,22.937814712524414,38157500
2013-03-05,23.051892285489757,23.255602885873984,22.945961902944376,23.10078239440918,41432200
2013-03-06,22.986705780326655,23.003003003049304,22.63632481692191,22.888925552368164,51448500
2013-03-07,22.905220334525687,23.043743604531063,22.823735783783373,22.929664611816406,29196700
2013-03-08,23.01929668017796,23.084484006839244,22.782991649663018,22.81558609008789,37667800
2013-03-11,22.766698298771317,22.791142577387234,22.54669046609634,22.709659576416016,36627500
2013-03-12,22.685209822659623,22.77484297326195,22.52224074050781,22.74224853515625,39255200
2013-03-13,22.70966094761596,22.831887010641363,22.611879164682406,22.750402450561523,29093400
2013-03-14,22.815587173290286,22.945961832802578,22.758548454027228,22.929664611816406,55914800
2013-03-15,22.84004169402405,22.94597056235661,22.79929862605835,22.848190307617188,92710300
2013-03-18,22.717807407428435,23.04374563917638,22.660768683129145,22.89707374572754,44809400
2013-03-19,22.913369183324093,22.994852180725317,22.84003324231215,22.96225929260254,51901600
2013-03-20,23.092633127555214,23.214859173474146,22.96225847134988,23.076335906982422,35447800
2013-03-21,22.905227661132812,23.10893832605448,22.85633598253551,22.905227661132812,34233200
2013-03-22,22.970414152932307,23.092640236477767,22.89707819196724,23.019304275512695,28720900
2013-03-25,23.060036516082512,23.100779563679897,22.782990009173673,22.945959091186523,44154000
2013-03-26,23.011146413153995,23.09263095416042,22.905217597777487,22.945959091186523,27824300
2013-03-27,22.929665746240495,23.18226802145779,22.880775635051727,23.117080688476562,36047400
2013-03-28,23.076341770065927,23.353388373439536,23.027451650114376,23.312646865844727,55453800
2013-04-01,23.337091148726056,23.353388373439536,23.10893621949289,23.312646865844727,29201100
2013-04-02,23.29634447335764,23.508203685069983,23.239305753702112,23.46746063232422,28456500
2013-04-03,23.426718759234962,23.589687859235486,23.255602603004085,23.27189826965332,35062800
2013-04-04,23.133382811638576,23.31264919300415,23.035602561974667,23.304500579833984,45263200
2013-04-05,22.99485127007806,23.451164119234384,22.905219665648612,23.385976791381836,50927300
2013-04-08,23.410422197780463,23.410422197780463,23.198562983487918,23.296344757080078,34759500
2013-04-09,23.410430456524416,24.29860912608013,23.369688943098197,24.127492904663086,77733800
2013-04-10,24.0948905521586,24.7060223783548,24.054149052087627,24.673429489135742,71116700
2013-04-11,23.71191956553505,23.793404134980037,23.410427124845274,23.581544876098633,130923200
2013-04-12,23.50821019099615,23.64673350029116,23.353389656092556,23.459320068359375,62886300
2013-04-15,23.345239870488644,23.614137862765688,23.231162405337447,23.37783432006836,56332900
2013-04-16,23.54894311214411,23.744505085555538,23.385975578062126,23.605981826782227,52797300
2013-04-17,23.508206249976055,23.66302675892485,23.304495626586643,23.49190902709961,52840700
2013-04-18,23.58969476485009,23.61413904907399,23.22301495960184,23.459320068359375,56906600
2013-04-19,24.135632228941393,24.640833639418275,24.12748361855454,24.257858276367188,99790700
2013-04-22,24.689728278071378,25.406790581809094,24.665283996613844,25.12159538269043,137904000
2013-04-23,25.015660034786688,25.178627567505643,24.75490918489724,24.934175491333008,59126900
2013-04-24,24.950478380385686,26.00977302342297,24.934181157154036,25.879398345947266,90946600
2013-04-25,25.83865658030106,26.759429534492032,25.70013483846951,26.026071548461914,110700200
2013-04-26,25.993476455028635,26.058663795408712,25.626798248211507,25.903844833374023,47799300
2013-04-29,25.911981025197726,26.62904302287793,25.887536754173535,26.572004318237305,59116400
2013-04-30,26.531276041609928,26.979438847680882,26.303118001060234,26.971288681030273,75165200
2013-05-01,26.83276013773616,26.954987739524867,26.56386065715181,26.661643981933594,54330900
2013-05-02,26.588314177093565,27.02832680662484,26.392750590785855,27.020179748535156,46059500
2013-05-03,27.07721506728013,27.313520131006097,26.954990561074442,27.28907585144043,46784600
2013-05-06,27.232038858998568,27.63131311034732,27.09351710566768,27.500938415527344,40978300
2013-05-07,27.419441494096727,27.53351890567492,27.085356313742153,27.14239501953125,43078300
2013-05-08,26.94683860934435,27.08536343724757,26.60460628460197,26.88165283203125,51595700
2013-05-09,26.767571852895045,26.88979945741596,26.55571419455285,26.61275291442871,46417800
2013-05-10,26.62090027316048,26.661644880714935,26.335706670542145,26.637197494506836,36394900
2013-05-13,26.572017028619808,26.946843869373588,26.52312535480845,26.914249420166016,36027600
2013-05-14,26.963486637082145,27.51325798034668,26.914252121047802,27.51325798034668,56870100
2013-05-15,27.447618099558053,27.816869184878104,27.431206592413282,27.77583885192871,46303900
2013-05-16,27.603512788152955,28.021998244301773,27.529662597666327,27.96455955505371,59382900
2013-05-17,28.005592486018124,28.612802505493164,27.98097366402493,28.612802505493164,60666700
2013-05-20,28.49793094558649,28.801536017563805,28.45690374075308,28.785127639770508,54020800
2013-05-21,28.801534637063206,28.941030883020627,28.489725391134726,28.59639549255371,48702400
2013-05-22,28.547146832541202,28.588174010590095,28.194307467009253,28.399446487426758,66047500
