Symbol,Strategy,TotalReturn_%,rnorm100_%,SharpeDaily,SharpeAnnual,Calmar,MaxDrawdown_%,TimeDD_bars,VWR,SQN,WinRate_%,ProfitFactor,AvgTradePL,trades_total,Sortino
SPY,GoldenCross,1.1225331035271877,0.057837849810536926,0.03146376920140939,0.4994718516939755,0.2918768250634881,-0.19815841767484013,-744,2.1613188306644866,2.3417022247817,0.6666666666666666,17.46808659908598,218.65538483820058,9,0.6115737736646063
