sharpe,sortino,max_dd
0.9065832062946997,1.1319401178478696,-0.3042581194321853
0.9801848758832964,1.1863586695729482,-0.37827468450439405
0.8496581761562322,1.0116284492495689,-0.33699278833832813
0.8468716339869862,1.0252776722760795,-0.37695651909422156
0.9995270335940589,1.214260508849241,-0.2858348939807357
0.859325074801394,1.0486226493339705,-0.3714139174842299
0.8058534995955112,0.9485765580207759,-0.45916828555761746
0.7068901377676555,0.8459326612510852,-0.3396925358967102
1.0857330835707522,1.3473979310840054,-0.3140062799844564
0.8933131537957338,1.1426113669029032,-0.3859475798826597
0.9882567600328033,1.227379538760354,-0.4169330821970858
0.990589577738784,1.1956757792242916,-0.3670362621502149
0.977226783848938,1.1938626014542695,-0.24365588360606538
0.8406432650518457,1.0207771510335548,-0.32084618552778543
0.8159397789814631,1.0022560651587902,-0.3004189232675648
0.9937718466607011,1.2122037297956836,-0.3065777856480024
0.6659166878878625,0.8018420028761519,-0.37860097798431835
0.8289620073745123,1.023142540362316,-0.2903339534880154
1.0111600984477207,1.220348250628931,-0.2316568307302248
0.8242720321318996,1.0400106171469194,-0.2860455863812805
0.895951919012909,1.1354669623632048,-0.2771364888277198
0.6446356247830066,0.7942286473280858,-0.47476002438242126
0.9144301151701838,1.106025670071065,-0.4444069607647453
0.908933042732019,1.1299722731284312,-0.3350094208010761
1.0066816066363555,1.320137482454656,-0.29117661475896917
0.9848739005497896,1.246448982461628,-0.2664607660506588
0.9131703728370418,1.1414082238326875,-0.406321038340429
1.1837973877054426,1.4681657424819596,-0.3173331111501164
0.8841079019168705,1.1296743431943248,-0.448936854275517
0.8005339721883034,0.9552721597573485,-0.41383599699868967
0.9189193774399782,1.1475737360028755,-0.4093803192035219
0.8697862251817415,1.0571933091676446,-0.34231879505665463
1.1503716240918054,1.4503276754958825,-0.23908682502225131
0.7367819845264325,0.9306093027991308,-0.4176902337418903
1.033854257735314,1.3068005954851674,-0.4031261193670407
1.1259941997722338,1.370311955313774,-0.32544807252024943
0.9524188221304195,1.1530120321440263,-0.33585656305453593
0.6237299656824636,0.7383571815266761,-0.3657568923480081
0.9320478033909868,1.1648393031975777,-0.3143920573034966
0.8426464235291063,1.0634852344607773,-0.4389797415057781
1.0429478005492276,1.2956700793548965,-0.3322751029144182
0.6303959298650721,0.7549737887146057,-0.35121613232487847
0.7495702224692017,0.8962874369989926,-0.3889050494722113
0.8879679029033353,1.085110034792802,-0.3824879646270446
1.1652686755202584,1.4179457317952564,-0.3413327001362164
0.758772653990539,0.9382116667027858,-0.3380455722891066
0.7991417524515365,0.9646562723021908,-0.4184736680202641
0.7912389550984265,0.9581536477062023,-0.35171010792432333
0.8102547234674535,0.9812946162505596,-0.37747333697645424
0.8891411057391087,1.0906882132354667,-0.24794145324181782
0.9839868430049807,1.2035932605204465,-0.3979530946129499
1.0640361835696812,1.3593562513935502,-0.3810224050322808
0.95917629763667,1.1970185085929759,-0.44827067825614375
0.8689035553588992,1.0448313967782166,-0.42858659220765116
1.1846356259798667,1.4789211840563135,-0.24784404465499832
0.8143373992936019,0.9799306109911478,-0.415711554122588
1.118161727137693,1.4322402086158754,-0.3537248187293043
0.9580646780399484,1.18230362400419,-0.27489118993886064
0.7240708082094369,0.8650596175287424,-0.37996201347691094
1.0822780271713126,1.3264703546150247,-0.24729501130932519
0.7138382180729356,0.9012414998642696,-0.35501496582243586
0.9053886082841315,1.0728771858613297,-0.34057250760342517
1.08604793779772,1.4071141022467095,-0.46622976091566504
0.9150214224223966,1.0943576481807693,-0.28760567849652297
0.7431729827403994,0.8946639483130956,-0.2942188533856913
0.8932677048259864,1.1449255935540292,-0.23760980328682624
1.003926134697284,1.2128712639619939,-0.35878251569643593
0.7470390323557248,0.8836195905661832,-0.3691986345116438
0.9718723847137493,1.1622878690196639,-0.3686046851647605
0.7385945896785711,0.8835103473779073,-0.44716000121601884
1.1187874055166238,1.4404662987057204,-0.3856078186278876
0.7399672287522033,0.8894447192252665,-0.4334861372268972
1.0402512132175734,1.2655938122949695,-0.21985923057244616
1.0017295064401308,1.217338105396385,-0.305920878222284
0.8975842524554278,1.1481359155785777,-0.3847903621299271
0.8526301595436971,1.0464710583594001,-0.383579795102433
0.7271701723712307,0.8916879628136561,-0.43332698999914054
0.7759476947019173,0.9415711560154555,-0.382032079246035
0.7836206018379192,0.9460500228472167,-0.3748481755244686
