Date,Open,High,Low,Close,Volume
2024-12-11,43.7800,45.1500,43.6800,44.9400,1711960
2024-12-12,45.0000,45.5000,44.0045,44.3400,1274659
2024-12-13,44.5600,45.2490,44.2300,45.1100,994957
2024-12-16,46.2800,47.8600,46.2501,46.9400,2031277
2024-12-17,47.7900,48.0700,46.8700,47.3000,2938674
2024-12-18,46.4000,46.5400,44.2900,44.6000,4051885
2024-12-19,45.3700,45.5690,42.3101,42.6700,2189690
2024-12-20,42.1800,43.3500,42.0300,42.7100,1428854
2024-12-23,42.2800,42.3500,40.9200,41.2100,1937040
2024-12-24,42.9100,43.9300,42.7700,43.8500,972318
2024-12-26,42.4300,42.8100,42.1500,42.3300,1009715
2024-12-27,42.6800,42.7000,41.3100,41.8200,1393410
2024-12-30,41.1600,42.0500,40.4300,41.7500,1169865
2024-12-31,42.4500,42.6400,41.2700,41.8700,1141901
2025-01-02,42.7400,43.3900,42.5500,43.1600,1559513
2025-01-03,43.0700,43.9300,42.8500,43.6000,1015604
2025-01-06,43.9000,45.5100,43.8200,45.3400,2727840
2025-01-07,44.6700,44.7000,42.5600,42.7400,2328681
2025-01-08,42.2800,42.5500,40.9339,41.6100,1382794
2025-01-10,41.8500,42.4900,40.8700,41.9900,1430833
2025-01-13,40.2800,41.5600,39.5200,41.4900,1313318
2025-01-14,42.9100,43.1100,42.2267,42.7700,784226
2025-01-15,43.7600,44.6700,43.7203,44.1500,1218519
2025-01-16,44.0700,44.6350,43.1200,44.5100,1053082
2025-01-17,45.5900,47.0391,45.4000,46.4300,1593064
2025-01-21,46.6400,47.5800,45.5420,47.0800,1616667
2025-01-22,46.3900,46.6100,45.7800,46.2600,1286731
2025-01-23,45.4000,47.3900,45.3400,45.8100,2903816
2025-01-24,46.7100,47.5600,46.4200,46.5100,1109262
2025-01-27,44.6600,45.3400,43.7600,44.9200,1749669
2025-01-28,45.4700,45.9900,44.8300,44.8700,752725
2025-01-29,45.2900,46.4897,44.9200,46.2300,909442
2025-01-30,46.5200,47.2300,46.4312,46.5400,729622
2025-01-31,46.4400,47.0300,44.9600,45.0100,1285560
2025-02-03,42.0000,45.2800,41.8605,44.8600,2449241
2025-02-04,44.0300,44.7250,43.4500,43.7700,1358640
2025-02-05,43.7700,43.9698,42.7733,43.1400,789331
2025-02-06,43.5900,43.8700,42.4100,42.9600,862772
2025-02-07,44.2100,44.4400,42.3800,42.4200,988251
2025-02-10,43.2900,43.4441,42.9300,43.1800,577581
2025-02-11,42.9400,43.1400,42.0200,42.2300,841198
2025-02-12,41.9800,43.2900,41.8800,42.9900,991371
2025-02-13,42.5300,42.7500,42.2000,42.6600,502137
2025-02-14,42.8400,43.8900,42.6800,43.1100,782281
2025-02-18,42.7800,42.8400,41.3400,41.7200,1095652
2025-02-19,42.7100,42.8400,42.2600,42.6300,617871
2025-02-20,43.3400,43.7800,42.9000,43.6600,652674
2025-02-21,43.9400,44.0500,41.9500,42.0200,1045240
2025-02-24,42.2800,42.4400,41.4900,41.6400,1240137
2025-02-25,39.4700,39.5000,37.9700,39.0400,2398489
2025-02-26,38.0100,39.1300,36.3800,37.3200,2982267
2025-02-27,38.2200,38.2600,36.5600,36.9300,1127600
2025-02-28,36.2500,37.7400,35.9100,37.3300,1687212
2025-03-03,41.3100,41.3300,37.7207,38.1000,1587518
2025-03-04,36.6550,39.3600,36.1200,38.5000,1969008
2025-03-05,39.7900,40.1297,38.8100,40.0800,945442
2025-03-06,39.8500,40.5365,38.9000,39.4600,853575
2025-03-07,39.5000,40.3782,38.3400,38.5400,747883
2025-03-10,36.6500,36.7300,34.2800,34.9900,1945965
2025-03-11,36.0900,37.0500,35.0000,36.8200,810933
2025-03-12,36.9300,37.1200,35.7000,36.7500,642476
2025-03-13,36.7400,36.8200,35.3800,35.5000,805848
2025-03-14,36.9300,37.8300,36.6302,37.5400,1004884
2025-03-17,36.7500,37.5651,36.5400,37.4500,854060
2025-03-18,36.5100,36.5500,35.9300,36.4300,820516
2025-03-19,37.2000,38.1290,37.0500,37.8900,1009180
2025-03-20,37.7200,38.3500,37.0400,37.3100,608008
2025-03-21,37.0600,37.4000,36.8300,37.1900,528739
2025-03-24,38.7000,39.3400,38.6500,39.1300,754929
2025-03-25,38.8900,39.1500,38.5810,39.0800,600919
2025-03-26,38.8000,38.9850,38.0390,38.3500,658303
2025-03-27,38.2600,38.8000,38.0350,38.5600,662340
2025-03-28,37.8100,37.9100,36.9900,37.0700,640075
2025-03-31,36.5500,37.1700,36.1510,36.4900,751424
2025-04-01,37.0500,37.9100,36.5400,37.6500,871487
2025-04-02,37.5100,38.7300,37.4500,38.5300,1483903
2025-04-03,36.2800,36.6590,35.9709,36.3100,1104440
2025-04-04,36.5800,37.4900,36.2200,37.2100,1497070
2025-04-07,34.0200,35.9600,33.5300,34.5300,2505941
2025-04-08,35.5100,35.5700,33.7601,33.9900,1369930
2025-04-09,33.9800,36.7800,33.9800,36.5000,2034379
2025-04-10,36.1900,36.2400,34.7050,35.2300,2292241
2025-04-11,36.3200,37.3200,36.0150,37.1600,1146391
2025-04-14,37.6700,38.0400,37.1000,37.7000,1035129
2025-04-15,38.0200,38.3200,37.1750,37.2400,514959
2025-04-16,37.1100,37.8900,36.9300,37.3800,909939
2025-04-17,37.5200,37.9100,37.1150,37.6500,642004
2025-04-21,38.6700,39.2750,38.2800,38.7200,2605778
2025-04-22,39.7400,40.7100,39.6500,40.5600,2623043
2025-04-23,41.6900,41.9900,40.7450,41.4400,1920456
2025-04-24,41.1200,41.5201,41.0400,41.4900,677008
2025-04-25,41.7900,42.5200,41.6900,42.3000,1552047
2025-04-28,42.1700,42.1850,41.4100,41.9900,991523
2025-04-29,42.0400,42.3200,41.9000,42.2400,655624
2025-04-30,41.8800,41.9000,41.1400,41.7100,1574804
2025-05-01,42.8500,43.2499,42.4900,42.7900,1064785
2025-05-02,42.9900,43.4250,42.8700,42.9600,853375
2025-05-05,41.7300,42.0550,41.4600,41.7700,900647
2025-05-06,41.5100,42.1690,41.3300,42.0500,613632
2025-05-07,42.8600,43.2000,42.4500,42.6100,767316
2025-05-08,44.0500,45.0700,43.9000,44.8900,1311745
2025-05-09,45.6300,46.0050,45.3600,45.7500,1311055
2025-05-12,46.1300,46.3300,44.6554,45.1100,1179521
2025-05-13,45.9700,46.5535,45.5800,46.4500,1246796
2025-05-14,46.1100,46.2500,45.4650,45.7700,1020446
2025-05-15,45.4300,46.1700,44.9300,45.7000,669748
2025-05-16,45.9100,46.3600,45.8200,46.1500,671982
2025-05-19,45.4300,46.8000,45.3800,46.7600,877704
2025-05-20,46.3900,47.5700,46.1600,47.4700,800653
2025-05-21,47.2000,48.7100,47.0400,48.1600,1904257
2025-05-22,49.4000,49.6500,48.9792,49.3000,1690777
2025-05-23,48.2000,48.7899,47.8900,48.1800,1084610
2025-05-27,48.9700,49.1150,48.1900,48.7300,801643
2025-05-28,48.2100,48.3400,47.3700,47.4100,891301
2025-05-29,48.0100,48.0400,46.7400,46.7700,1425408
2025-05-30,46.7900,46.9600,45.9027,46.2900,1267717
2025-06-02,46.0500,46.3900,45.9200,46.2700,531284
2025-06-03,46.7500,47.3600,46.5596,47.0900,768469
2025-06-04,46.5300,46.7800,46.1400,46.5100,523218
2025-06-05,46.8800,46.8900,45.0100,45.1400,1446356
2025-06-06,46.0600,46.7300,46.0500,46.1900,768328
2025-06-09,47.6750,48.2100,47.3850,48.1300,893860
2025-06-10,48.6400,48.9150,48.0300,48.5500,566479
2025-06-11,48.6500,48.9400,48.0500,48.2100,537027
2025-06-12,47.3300,48.0650,47.2000,47.3000,819586
2025-06-13,46.5000,46.9990,46.1450,46.6100,521915
2025-06-16,47.2200,48.2889,47.1800,48.1700,631408
2025-06-17,46.8200,46.8700,45.7800,46.4100,1747802
2025-06-18,46.0800,46.6900,45.9000,46.0100,711631
2025-06-20,47.0600,47.0600,45.3500,45.7400,708063
2025-06-23,44.8300,45.7865,44.1600,45.7400,1040878
2025-06-24,46.5900,47.1200,46.4500,46.8500,665579
2025-06-25,47.8100,47.9500,47.3486,47.7800,865161
2025-06-26,47.4900,47.7500,47.2750,47.6900,447919
2025-06-27,47.2900,47.7500,47.1500,47.3200,676140
2025-06-30,47.8000,47.8100,47.2800,47.7500,545761
2025-07-01,47.2500,47.5100,46.6500,46.6600,1006264
2025-07-02,47.6500,48.6700,47.5800,48.6400,2163134
2025-07-03,48.5000,49.0500,48.3500,48.4100,646328
2025-07-07,48.0600,48.1600,47.6000,47.8900,1159948
2025-07-08,48.2700,48.4100,47.8800,48.2000,679418
2025-07-09,48.5600,49.6900,48.0750,49.5700,1284048
2025-07-10,49.2400,50.4950,49.0000,50.2700,2542722
2025-07-11,52.1300,52.3950,51.6900,52.3800,1796765
2025-07-14,53.9300,54.1200,52.8200,53.1400,1475690
2025-07-15,52.1600,52.5216,51.3000,51.6100,2301075
2025-07-16,52.6700,53.1800,52.3800,52.8600,1504433
2025-07-17,52.2700,53.1650,52.1150,52.7300,1117288
2025-07-18,52.6500,52.8900,51.9100,52.0000,2356618
2025-07-21,52.3900,52.8500,51.6500,51.7300,1687427
2025-07-22,52.8400,53.3100,52.0950,52.9100,1710868
2025-07-23,52.3500,52.6200,51.9800,52.4900,1082027
2025-07-24,52.6300,52.9900,52.2419,52.7700,1441191
2025-07-25,51.5200,51.8950,50.9500,51.7700,1369356
2025-07-28,52.5700,52.7900,52.0150,52.3300,1205779
2025-07-29,52.7100,52.7400,51.7700,52.0400,1101850
2025-07-30,52.0800,52.6400,51.2602,51.7700,1082114
2025-07-31,52.3200,52.6700,51.6850,51.7000,982018
2025-08-01,51.2050,51.2600,50.0300,50.0500,2689609
2025-08-04,50.5600,51.2500,50.5100,50.8300,624022
2025-08-05,50.5800,50.7600,49.8700,50.3200,793361
2025-08-06,50.4300,51.2700,50.2900,51.0700,738484
2025-08-07,51.6000,52.1350,51.2500,52.0800,1350535
2025-08-08,51.7700,52.0000,51.3328,51.5600,1056028
2025-08-11,52.9400,53.5150,52.5500,52.7400,1101926
2025-08-12,52.8200,53.2300,52.5400,53.0200,1030812
2025-08-13,53.4300,54.4800,53.2100,54.4400,1387774
2025-08-14,52.3800,52.9000,51.9100,52.2700,1827437
2025-08-15,52.5100,52.5100,51.7500,51.8200,945094
2025-08-18,51.2500,51.7400,50.8600,51.5100,718396
2025-08-19,51.2900,51.3200,49.8700,50.0700,1425309
2025-08-20,50.2200,50.6700,49.7300,50.6200,947264
2025-08-21,50.2000,50.4900,49.5600,49.6600,676136
2025-08-22,49.7300,52.0254,49.5700,51.7100,1373993
2025-08-25,49.4500,50.0433,48.9600,49.0700,1167252
2025-08-26,48.6800,49.2600,48.4600,49.2200,1468642
2025-08-27,49.3200,49.9100,49.1757,49.6700,902968
2025-08-28,50.0900,50.1900,49.5600,49.5800,970848
2025-08-29,48.9600,48.9800,47.8100,47.9300,1467615
2025-09-02,48.4600,49.5200,48.3000,49.0800,1481670
2025-09-03,49.3500,49.8900,49.2500,49.7200,1092018
2025-09-04,49.0800,49.1086,48.4046,48.6200,970941
2025-09-05,50.0100,50.1702,48.8000,49.4400,1590089
2025-09-08,49.7100,50.0350,49.5410,49.6500,844317
2025-09-09,49.9900,50.0400,49.0500,49.3200,935981
2025-09-10,50.3700,50.6900,50.1200,50.3200,1087847
2025-09-11,50.3700,50.8300,50.3600,50.7400,711435
